official_name,industry,aliases
9라파 부대찌개,,
9마스터(나인마스터),,
9찬김치찌개,,
??돈까스,,
??떡볶이,,
?강정,,
?걸?보이,,
?난돼지,,
?맵네,,
?팔이(TOM82),,
A LOT TO GO(어랏투고),,
ABC STEAM,,
ADP올데이파스타,,
AFRICA (아프리카),,
AI 펜덕스(AI penDUX),,
AI 홈런 클래스(AI Homelearn Class),,
ALI?KENYA?STAR(알리케냐스타)커피,,
ALI?TOGO?STAR(알리투고스타)커피,,
ALI★KENYA★STAR(알리케냐스타)커피,,
ALI★TOGO★STAR(알리투고스타)커피,,
ANADEN(아나덴),,
AUTOCARZ,,
All After Glow,,
BANANABOUTIQUE(바나나부띠끄),,
BARO CAB,,
BB 커피,,
BBQ,,
BEEF DINING ONDO,,
BETTER BEAN,,
BIO뷰티,,
BIO뷰티플러스,,
BRD백록담,,
BT버거앤타코 (BURGER&TACO),,
BYTP,,
Bara 1998,,
Beige on you 무인옷가게,,
BellaSalad,,
Blu Shaak(블루샥),,
BnB치킨&amp;떡볶이,,
BnB치킨&떡볶이,,
Body N Soul,,
Breaview(브레뷰),,
C.&amp;tree coffee,,
C.&tree coffee,,
CAFE CANBUS(카페캔버스),,
CAFE DE 220VOLT,,
CAFE DE CRAFT Bakery,,
CHOPHAIR,,
CHOSIM(초심)	,,
CHOSIM(초심)\t,,
CL어학원,,
COFFEE COOK (커피쿡),,
COFFEE PUCK,,
COFFEE ROMAN(커피로만),,
COFFEE ROMAN(커피로만) ,,
COFFLIX(커플릭스),,
Café Lu and B (카페루앤비),,
Café Lu and B (카페루앤비) ,,
Chopt 샌드위치,,
Crew Pizza(크루피자),,
DALSI(달시),,
DDC치킨,,
DEAR Meek (디어미크),,
DEBART (드바르트),,
DINING BOX(다이닝박스),,
DK동키치킨,,
DK분식,,
DOLTA,,
DUX(덕스어학원),,
Dallalabo,,
Detailer明(디테일러명),,
Dr치킨,,
Du Sol Hair (두쏠헤어),,
ECO CLEAN,,
EGG182(에그182),,
EGGROCK CAFE,,
ERC영어독서클럽,,
ESLOW COFFEE,,
EVR 그라운드,,
EVZZUCKER COFFEE,,
EYEBRARY(아이브러리),,
Egg2000,,
Emoi(에머이),,
Every Coffee(에브리커피),,
Expense Reduction Analysts (익스펜스 리덕션 애널리스트),,
E안경(이안경),,
FLIX MANSION,,
FRAME,,
FREDDY BURGER ,,
FRIEND FOOD(프렌드푸드),,
FUNKY DONUT,,
FaFeG,,
FitTube Gym,,
Frausong(프라우송),,
Freshsal,,
Funny Funny(퍼니퍼니),,
G1230 수학학원,,
GATE9,,
GCOO,,
GLOER,,
GOC COFFEE(고씨커피),,
GOLD TAXI,,
GREENY DAY,,
GS THE FRESH,,
GTS BURGER,,
Girin The 매운갈비찜,,
Glass Heroes,,
GnB어학원,,
H7체형교정&필라테스,,
HENZ music studio(헨즈뮤직스튜디오),,
HM FUTSAL PARK,,
HOLO WAVE,,
HOTEL-LAUNDRY 호텔런드리,,
HR인(에이치알인),,
HayCOFFEE,,
H모터스,,
ICE 고려대학교 창의융합교육 프로그램,,
IGA MART,,
INEAT(인잇),,
INGS&#39; COFFEE &amp; 라면매니아,,
INGS' COFFEE & 라면매니아,,
ITC영어,,
JBD 본 종로빈대떡,,
JD인동주마을,,
JINY&#39;s(지니스),,
JINY's(지니스),,
JIT스마트워시,,
JLS정상어학원,,
JUNIA,,
Juajoa(쥬아조아),,
K(케이)닥,,
K(케이)닥 ,,
K-디베이트코칭학원 & K-리딩,,
K420,,
KBS아트비전 미용학원,,
KFC(케이에프씨),,
KGB,,
KING N KONG CAFE,,
KMGM HOLD&rsquo;EM &amp; EVENT PUB(케이엠지엠홀덤앤이벤트펍),,
KMGM HOLD&rsquo;EM &amp; EVENT PUB(케이엠지엠홀드이엠앤이벤트펍),,
KMGM HOLD’EM & EVENT PUB(케이엠지엠홀드이엠앤이벤트펍),,
KOKUMI,,
K두부,,
K비빔밥,,
K비빔밥 덮밥플러스,,
K비젼안경,,
K세탁방,,
LAURAIN KIDS(로랭키즈),,
LAURAIN KIDS(로랭키즈) ,,
LA코코보일링,,
LCN라운지,,
LEEPRESSO COFFEE,,
LENSON(렌즈온),,
LOOK STORE,,
LUCKY SPOT(럭키스팟),,
LYCKA KIDS ROOM(리카키즈룸),,
Lamfore(렘포레),,
M-Table,,
M7500몬스터닭발,,
MARKET C,,
MATHMONG(매쓰몽),,
MBC아카데미요양보호사교육원,,
MECCROM(매끄롬),,
METCHA(맷차),,
MH백년수갈비,,
MIIT(밋),,
MK,,
MOTTE,,
MVM iPT(엠브이엠아이피티),,
MZ세대 떡볶이치킨,,
M정상수학학원,,
NAN갈비장터,,
NBM,,
NiceCaffeinClub(NCC),,
OCIC네호호감자탕,,
OEC통치킨,,
OFFY,,
"ONCE, TIME OFF",,
ONE PLAY,,
OPPA COFFEE(오피피에이 커피),,
OTTOBOY 오토김밥 닭강정,,
Office Way(오피스웨이),,
Olive Young(올리브영),,
One&Two깻잎두마리치킨,,
One&amp;Two깻잎두마리치킨,,
Orange Wash(오렌지워시),,
PC토랑,,
PF족발,,
PIZZA BOX(피자박스),,
PJ피자,,
PLAIN BRAND(플레인브랜드),,
PLAN(플랜),,
PLUS 82(플러스 82),,
PRABEAN,,
PRESENT(프레전트),,
PROH SCALP (프로 스칼프),,
Pause 10&#39;,,
Pause 10',,
Philly Philly CHEESE STEAK,,
Philly Philly CHEESE STEAK ,,
Port&#39; Albs 피자굼터,,
Port' Albs 피자굼터,,
P휴게소입니다,,
ROUND2,,
RTH영어학원,,
RUBISCO STRAWBERRY(루비스코딸기),,
S&Writing,,
S&amp;Writing,,
SALADEN,,
SALLER MARKET(샐러마켓),,
SALLER MARKET(샐러마켓) ,,
SAVOEY(사보에),,
SBS아카데미뷰티스쿨,,
SEEHO VISION,,
SELPIE REPLICA(셀피 레플리카),,
SG무인셀프아이스크림할인점,,
SHABU POT,,
SHAKE POTATO(쉐이크포테이토),,
SIS스터디카페,,
SKINBAND(스킨밴드),,
SLB,,
SMART HB English(스마트해법영어),,
SMART HB MATH(스마트해법수학),,
SMC음악연습실,,
SMOKERS (스모커스),,
SNACKU(스나쿠),,
SNOW MANGO,,
SNPE 바른자세척추운동,,
SNS무인분식,,
SOONOK포슬린아트아카데미,,
SOS커피,,
SPACE COFFEE(스페이스커피),,
SSOG,,
SSOJA(쏘자),,
STACKBEAN,,
STAY STUDIO (스테이스튜디오),,
STORANT(스토랑트),,
SUDDEN STEAK(써든스테이크),,
Salad Ann Garden,,
SaladAnn,,
ScentOn(센트온),,
Sh어부세상,,
Speedmate,,
Ssack쓰리,,
Storyway(스토리웨이),,
S풋볼아카데미,,
T3과외플랫폼,,
TACO15,,
TCP더센터오브필라테스,,
TESTER COFFEE(테스터커피),,
THE BLUE COFFEE,,
THE LITER (더리터,,
THE LITER 24(더리터 24),,
THE PIZZA(더피자),,
THE 더 맛있는 과일&1L커피,,
THE 더 맛있는 과일&1L커피 ,,
THE 더 맛있는 과일&amp;1L커피 ,,
THE 팔당,,
THEBEERBAT(더비어배트),,
THE달달,,
TM타투,,
TOGETHER BEER (투게더비어),,
TOGETHER COFFEE  (투게더커피),,
TOP LITER,,
TOT,,
TSG연탄집,,
TSG통삼국(TSG Tongsamgook),,
TSG패스트그릴(TSG fastgrill),,
TSG한판집,,
TS협력자동차검사소,,
The 대단한커피,,
The 대단한커피 ,,
The 진한 나주곰탕 1인용,,
The 청춘키친,,
The맛있는파닭,,
Today Tong Tong,,
Tom&#39;s 김밥,,
Tom's 김밥,,
Transworld,,
T’Station,,
T클래스(티클래스),,
UFO피자,,
UNMELO PASTA,,
Uber Taxi (우버택시),,
V-KOOL(브이쿨),,
VANADA COFFEE,,
VFC치킨파티,,
VOHAB,,
W.52,,
W24,,
WAKEY(웨이키),,
WAKEY(웨이키) ,,
WINEBOW(와인보우),,
WITCH COFFEE,,
WITCH COFFEE &amp; Witch&#39;s Stick,,
WOO&#39;Z,,
WOO'Z,,
WSTYLE BAGLE,,
WSTYLE BAKERY CAFE,,
WSTYLE DONUTS,,
XEO HAIR(제오헤어),,
Y.D.C(와이디씨),,
YANKEE CANDLE(양키캔들),,
YBM교육학습지지사,,
YBM램클래스,,
YBM리더스,,
YBM잉글루,,
YOGO FROZEN YOGURT,,
YOGURT ON YOU(요거트온유),,
appleberry English,,
applerind moving shop(AMS),,
autoOasis,,
big eye 우리동네 참치정육점,,
burger me,,
cafe ttoara,,
caffe-Potluck(카페포트럭),,
chick by chick(칙바이칙),,
chilling,,
color room(컬러룸),,
colorsidae,,
futting star club 5,,
gre P&T,,
gre P&amp;T,,
hcs,,
iae유학네트,,
if coffee,,
jay coffee,,
k-guesthouse,,
kosokoso,,
mbc아카데미뷰티학원,,
mod&#39;s hair,,
moonbowl,,
nice two Meat u,,
orange25,,
pccm,,
r?pit,,
triniel(트리니엘),,
vinpeak,,
weather(웨더),,
workbase(워크베이스),,
yes2404,,
yes2424,,
わびさび(와비사비),,
㈜ 카페  일리터,,
情칼국수(정칼국수),,
新 구멍가게 24,,
正갈 갈비후라이드,,
火남촌쭈꾸미,,
王코미네 탕후루,,
眞감동낙곱새,,
眞은이국밥,,
米&#39;s 탕수육,,
靑해품당수산식당,,
가가국밥,,
가가솥밥,,
가구를고치는사람들,,
가구톡세상,,
가꾸다,,
가드니아,,
가득피자,,
가든쿡,,
가락곰칼국수,,
가락동리어카포차,,
가락시장북촌순두부,,
가로등골목맥주,,
가르텐호프앤레스트,,
가리미김밥,,
가마꿉,,
가마로강정,,
가마솥 닭한마리,,
가마솥 대왕갈비탕&amp;냉면,,
가마솥 대왕갈비탕&냉면,,
가마솥골목통닭,,
가마솥김밥,,
가마솥순대국밥,,
가마솥에 튀긴 광화문통닭,,
가마솥옛날시골통닭,,
가마솥의누룽지,,
가마솥품은치킨,,
가마치삼계탕,,
가마치통닭,,
가마통,,
가배도,,
가배두림,,
가사벌 통통갈매기,,
가산팔복초밥,,
가성빛피자,,
가솔린앤로지스,,
가실마을,,
가야왕족,,
가얏골감자탕,,
가온밀면,,
가우미탑골가든,,
가우초(Gaucho) 곱창,,
가위이야기,,
가유카페,,
가이즈딜리버리,,
가인(家人),,
가인미가,,
가인채,,
가자주류,,
가장맛있는족발,,
가장맛있는치킨,,
가츠떡,,
가츠린,,
가츠몽,,
가츠시,,
가츠파스타,,
가치인 독서논술&디베이트,,
가평다하랑,,
각각(GAKGAK),,
각대장외 1,,
각시보쌈,,
간단하게,,
간빠이,,
간성 동해반점,,
간식몇십개,,
간식창고,,
간이역,,
간장삼겹살 동방생고기,,
간코,,
간편밥상,,
갈라파라멘,,
갈라파라멘  ,,
갈매기7번가,,
갈매기먹짱,,
갈매기타운,,
갈바트 카페,,
갈비1번가,,
갈비고,,
갈비꽃,,
갈비냉면,,
갈비대장,,
갈비만,,
갈비명가 궁,,
갈비명가 서서갈비,,
갈비씨,,
갈비야,,
갈비오브미,,
갈비찜클라쓰,,
갈비창고,,
갈비토대왕,,
갈비한짝,,
갈속집,,
갈치왕,,
갈통삼,,
갈포식당,,
갈현동할머니떡볶이,,
감골연탄집,,
감동 칩스,,
감동까스,,
감동식혜,,
감동창고,,
감동카페,,
감성낙곱새,,
감성대패,,
감성실용음악학원,,
감성족발,,
감성쪽갈비,,
감성쭈꾸미,,
감성카페,,
감성커피,,
감성커피 테라스,,
감성키친,,
감성타코 비스트로,,
감성호프,,
감자탑,,
감정선,,
감탄계숯불치킨,,
감탄떡볶이,,
감탄우동,,
감프커피,,
갑목( 甲木),,
갑진집,,
갑쭈낙,,
값진화로,,
갓갈비,,
갓만든떡볶이,,
갓샐러드&amp;갓요거트,,
갓샐러드&갓요거트,,
갓생맥주,,
갓스칼프,,
갓잇,,
갓지은 와플밥,,
갓차모빌라이즈,,
갓츠킹,,
갓튀긴후라이드,,
갓튀김닭,,
강경불고기,,
강금옥쭈꾸미,,
강남교자,,
강남대패&amp;샤브,,
강남대패&샤브,,
강남랭겹,,
강남미인계,,
강남술상&amp;강남밥상,,
강남술상&강남밥상,,
강남쌀국수,,
강남아씨죽,,
강남역에서 맥주한잔,,
강남원김치찜,,
강남쭈꾸미,,
강남참치정육점,,
강남최부자집,,
강다짐,,
강릉나운장칼국수,,
강릉수제어묵고로케,,
강릉엄지네꼬막집,,
강릉장칼,,
강바다25,,
강사부마라탕,,
강순자옛맛김치찌개,,
강스키친,,
강씨가문의족발,,
강씨목삼,,
강아지고양이편의점,,
강연우동태찌개,,
강원도칼국수,,
강의하는아이들,,
강정이기가막혀,,
강정판다,,
강찜찌,,
강창구찹쌀진순대,,
강철부대찌개&amp;철판닭갈비,,
강촌닭멱살,,
강촌식당,,
강탄,,
강포김치찜,,
강학구참국밥,,
강화통통생고기,,
개그맨 정용국의 용곱창,,
개념폴리아,,
개떡카페,,
개미인력개발,,
개미집,,
개미집낙곱새,,
개밥파는 고양이,,
개성상황버섯삼계탕,,
개성집,,
개수리 민물장어 막국수,,
개수리막국수,,
개수리막국수&amp;산골닭갈비,,
개수리민물장어막국수,,
개정,,
개코얼큰이 불닭발,,
갤러리골프아카데미,,
갤러리안경,,
갯벌의 조개,,
갯벌탐사,,
갱상도야채고기찜,,
갱상도야채고기찜 ,,
갱상도파절이대패삼겹,,
갱상북도청도미나리삼겹,,
갱스터피자,,
거궁찬,,
거궁찬스(거궁찬'S),,
거꾸로수업플립수학,,
거누광장,,
거대한피자,,
거부기식당,,
거북이동네,,
거송갈비찜,,
거작 들기름한우육회비빔밥,,
거작 미역국,,
거작 수육국밥,,
거진어부네 코다리,,
건강밥상 심마니,,
건뚱네김치속돼지,,
건어무리,,
건어물연구소,,
건어물의달인,,
건어물이술술,,
건향촌흑염소,,
걸리버 휴대폰,,
걸작,,
걸작떡볶이치킨,,
검암연탄집,,
검은냉면,,
검정고무신,,
게고픈날,,
게러지247 (GARAGE247),,
게이트나인(GATE9),,
게임스트리트,,
게장 참 잘하는집,,
겐돈소바,,
겐로쿠우동,,
겐코쇼쿠도,,
겐텐,,
겟201(GET201),,
겟커리인타이,,
겟풀 (GET POOL),,
겟풀(GET POOL),,
겨자씨의꿈,,
견생냥품,,
견식도락,,
결이고은 에스테틱,,
겸손돈가스,,
경가(京家),,
경동집국물두루치기,,
경두치,,
경마장돌짜장,,
경몽루,,
경성다이닝,,
경성매운갈비찜,,
경성면옥,,
경성반점,,
경성밥상,,
경성분식,,
경성뼈대,,
경성사골면,,
경성양꼬치,,
경성주막1929,,
경성진갈비,,
경성카츠,,
경성칼국수,,
경성키친,,
경성한우곱창,,
경성한우국밥,,
경성함바그,,
경아두마리치킨,,
경아식당,,
경양분식,,
경양카츠,,
경영이야기,,
경원해물찜0427,,
경이로운아구&amp;알곤이찜,,
경자국밥,,
계경순대국,,
계계속속,,
계근상,,
계남버거,,
계념찜닭,,
계단라멘,,
계동치킨,,
계돼지돌구이,,
계란빵사세요,,
계란집딸들,,
계륵사지,,
계림원,,
계림원누릉지통닭구이,,
계수작,,
계약소,,
계연탄,,
계왕,,
계주,,
계진상,,
계짱치킨,,
계탄언니,,
계탄족,,
계혁명,,
계화동,,
계화식당,,
고가네왕갈비탕,,
고감통숯불구이&amp;찜닭,,
고감통숯불구이&찜닭,,
고강타일앤바스,,
고계,,
고고(Gogo)돈가스,,
고고(Gogo)함박,,
고고뎅빨간어묵,,
고고배터리,,
고고장,,
고고카페,,
고고팬,,
고고핑GOGO PING,,
고구려수제본갈비,,
고구맘,,
고굽남 고기굽는남자,,
고급양식,,
"고기,원칙",,
고기가득덮밥,,
고기가뜩 김치찜,,
고기고샵,,
고기굽는방앗간,,
고기궁전,,
고기그릇,,
고기극찬,,
고기는 모름지기 연탄구이,,
고기는고기역,,
고기대첩,,
고기도리,,
고기듬뿍 대왕비빔밥,,
고기듬뿍 마약덮밥,,
고기듬뿍국물두루치기,,
고기로,,
고기를 디자인하다,,
고기명작,,
고기미담,,
고기바보,,
고기박사 연,,
고기반곱창,,
고기반햄반김치찌개,,
고기스타망치,,
고기싸롱,,
고기애찬,,
고기에서고기까지,,
고기에오르다,,
고기여자프렌즈,,
고기의 신전,,
고기이불볶음밥,,
고기장인백정,,
고기장터  ,,
고기주는 면하우스,,
고기주택,,
고기집이야,,
고기추가장칼국수,,
고기플렉스,,
고기혁명,,
고깃리88번지,,
고깃바,,
고담,,
고더커피,,
고도,,
고동경양,,
고돼지,,
고래가참치&초밥마켓,,
고래감자탕,,
고래감자탕딜리버리,,
고래고래,,
고래고래회&amp;해산물포차,,
고래고래회&해산물포차,,
고래국밥1980,,
고래냉면1980,,
고래맥주창고,,
고래부대찌개,,
고래식당,,
고래영어,,
고래오뎅,,
고래한입피자,,
고랭지 태백집,,
고레카레,,
고려통닭,,
고력당,,
고로버거,,
고로케하우스,,
고릴라골프,,
고릴라쉐프,,
고릴라캠핑,,
고마담치킨,,
고마워토토,,
고맛,,
고망고,,
고맨드버거,,
고메국어,,
고메논술,,
고메밀면,,
고메수학,,
고메스퀘어,,
고메스테이크,,
고메영어,,
고미고미,,
고미꽃시래,,
고바슨,,
고바우집,,
고반가든,,
고반식당,,
고베규카츠,,
고복만,,
고본정냉면,,
고봉김밥人,,
고봉당,,
고봉덮밥,,
고봉민김밥人,,
고봉민김밥인,,
고봉치킨,,
고부기 멕시칸그릴,,
고부돈,,
고불집,,
고불짬뽕,,
고사남,,
고샌드(GOSAND),,
고소미부엌,,
고속우동,,
고수의 운전면허,,
고수의덮밥,,
고순이감자탕,,
고스테이크,,
고스트치킨,,
고스트캐슬,,
고시해정,,
고씨네,,
고씨네고추장찌개,,
고아트와인,,
고아트커피,,
고야반,,
고양이부엌,,
고양진김치찌개 ,,
고여금감자탕,,
고요 웰니스,,
고요웰니스,,
고요한택시(Goyohan Taxi),,
고우,,
고우고,,
고운라멘 (Louely Cloud),,
고운빛깔 에스테틱,,
고유헤어디자인 랩,,
고은결김밥,,
고인돌,,
고저스혼술혼밥,,
고정점,,
고정현헤어,,
고집132,,
고집남,,
고집센그집갈비탕,,
고짚,,
고창면옥,,
고칸,,
고쿠텐,,
고투웍,,
고트치킨&amp;피자 ,,
고트치킨&피자,,
고트치킨&피자 ,,
고파(高波),,
고팡굿즈스토어,,
고품격커피공장,,
고품달(고기의품격이다르다),,
고품석갈비,,
고플릭스,,
고피자(GOPIZZA),,
고향 엄마손 생바지락 칼국수,,
고향 엄마손 생바지락 칼국수 ,,
고향밀면,,
고향옥뼈해장국,,
고향옥얼큰순대국,,
고향카츠,,
고향통닭,,
고혈압쭈꾸미,,
고혼,,
곤조,,
곤지암 한우 소머리국밥,,
곤지암할매소머리국밥,,
곤트란쉐리에(Gontran Cherrier),,
골든네일,,
골든타임 축구교실,,
골든튤립,,
골든해머,,
골라먹룸서비스,,
골마켓(Golmarket),,
골목닭집,,
골목맥주,,
골목미장원,,
골목안채,,
골목참치,,
골치기,,
골프랑밥이랑,,
골프존파크(GOLFZON PARK),,
곰바람옛날찐빵,,
곰상사,,
곰작골나주곰탕,,
곰챙이,,
곰터먹촌,,
곱,,
곱깨비,,
곱꾸아한우곱창,,
곱끌림,,
곱닭,,
곱도리신,,
곱도리탕 참맛있는집,,
곱도리탕전문점,,
곱도리탕참맛있는집,,
곱돌이곱창,,
곱디곱닭,,
곱마담,,
곱분이곱창,,
곱빼기밥상,,
곱스떡스,,
곱이곱다,,
곱정당,,
곱집사,,
곱창고,,
곱창군 떡볶이양,,
곱창민족,,
곱창에 반하다,,
곱창에걸다,,
곱창의 품격,,
곱창이야기,,
곱창집,,
곱창클라쓰,,
곱창폭식,,
공간네일,,
공간샘스터디카페,,
공기수비대,,
공단기 독학관,,
공룡고기,,
공룡닭발,,
공룡도배부른안심탕수육,,
공룡밥상,,
공룡슈퍼,,
공룡타이어,,
공릉동원조멸치국수,,
공만치킨,,
공본스터디카페,,
공부인 스터디카페,,
공상헤어,,
공수간,,
공유오피스 moo,,
공유오피스 드림캐쳐스,,
공유오피스 비욘드워크,,
공유오피스 슈가맨워크,,
공유오피스 오피스워크넷,,
공유창고 비욘드큐브,,
공유창고 슈가맨카고,,
공유헤어살롱,,
공임나라,,
공작인,,
공장1188,,
공조114,,
공짜당커피,,
공짜커피,,
공차,,
공터영어,,
공화춘,,
과일공방,,
과일과일해 요거후르츠,,
과일담,,
과일담은 요거트 맛집 요맛,,
과일밥상,,
과일서랍,,
과일에반하다.프루타,,
과일욤,,
과일의숲,,
과일의시작야미,,
과일팜,,
곽두리쪽갈비,,
곽두팔씨함흥냉면,,
곽쌍동할매메밀막국수국밥,,
관저명태촌,,
광명대창집,,
광복경양식,,
광부맥주,,
광부부대찌개,,
광부커피,,
광선집,,
광수네 전골,,
광수육회,,
광안대교,,
광안리 무국&미역국,,
광안천지식당,,
광어공방,,
광주막,,
광천옥,,
광평도새기촌,,
광화문커피,,
괭이부리마을,,
괴짜반점,,
괴짜쉐프파스타,,
괸당집,,
교감막국수,,
교동닭칼국수,,
교동닭칼국수 ,,
교동도나스1979,,
교동면옥,,
교동전선생,,
교동짬뽕,,
교동짬뽕1986,,
교동해물국밥,,
교맥동,,
교반,,
교복몰,,
교자킹,,
교촌치킨,,
교토돈부리,,
굣간,,
구공족발,,
구구닭발,,
구구족,,
구구팔팔일이삼사 보양식,,
구구포차,,
구구향훠궈,,
구도로통닭,,
구동원 연탄석쇠구이,,
구들 마라탕,,
구들짱황소곱창,,
구땡식당,,
구르메산장,,
구름계란덮밥,,
구름공방,,
구름라이스,,
구름빵 플레이타임,,
구름카츠,,
구만족발보쌈,,
구멘,,
구미,,
구미곱창,,
구바집,,
구백가(900家),,
구백도 왕족발,,
구복만두,,
구삼씨스토리(93 sea story),,
구삼육(93肉)집,,
구삼짜글이,,
구상만,,
구수옥,,
구수회,,
구스아일랜드,,
구스카토,,
구스켓 인 더 크로플,,
구슬함박,,
구어러,,
구어킹,,
구여사 컵밥,,
구울:계,,
구움씨,,
구워져 나오는집 돼통령,,
구월동까치네,,
구이가,,
구이구이쪽갈비,,
구이대장쪽갈비,,
구이쟁이꾼,,
구이턴,,
구일로보쌈,,
구조갈비탕,,
구주,,
구테로이테,,
구퉁이,,
구팔한우,,
구포국수,,
구포축산물공판장,,
구피샵,,
구현포차,,
구환회 단팥빵,,
국가닭표,,
국가대패,,
국가대표 고기집,,
국가대표 생고기,,
국가대표 회센터,,
국가대표김치찌개전문점,,
국내산 갈치조림 전주식당 별미,,
국대김치찜,,
국대떡볶이,,
국대찜닭,,
국대커피,,
국대후라이드치킨,,
국물떡볶이 텬고,,
국물에빠지다,,
국물에빠진두루치기,,
국민고기,,
국민낙곱새,,
국민냉면,,
국민닭발,,
국민마늘치킨,,
국민만족 720,,
국민매운찜갈비,,
국민부대찌개,,
국민수육국밥&amp;막국수,,
국민수육국밥&막국수,,
국민순대국,,
국민우유집,,
국민키친,,
국민털잡이 슈가링 왁싱,,
국민통닭,,
국민피티,,
국민핵교 옛날도시락,,
국밥관,,
국밥대장,,
국밥도,,
국밥도감,,
국밥도령,,
국밥명작,,
국밥부심,,
국밥상회&냉면,,
국밥생각,,
국밥슈퍼,,
국밥슐랭,,
국밥엔,,
국밥오야봉,,
국밥온다,,
국밥은이거지,,
국밥의 대가,,
국밥의 민족,,
국밥의 한수,,
국밥이가,,
국밥이밥,,
국밥장인,,
국밥쟁이,,
국밥집 막내아들,,
국밥참맛있는집,,
국밥킹,,
국보국밥,,
국보급냉면,,
국본,,
